,label,diff,s1_pad,s2_pad,s1,s2
1258,4.0,0.35,42,32,[CLS] 국회해산하고 총선다시해주세요 [SEP]                                          ,[CLS] 국회 해산하고 새로 선출합시다 [SEP]                                
4515,0.0,0.35,44,33,"[CLS] 서번째 보면서 눈물을 흘렸다,, [SEP]                                            ","[CLS] 역시 기억이 안나지만 재밌다,,, [SEP]                                 "
8018,4.0,0.35,35,34,[CLS] 재미난 일 가득한 온보딩 되시길 바랍니다. [SEP]                                   ,[CLS] 재미있는 온보딩이 되시기 바랍니다. [SEP]                                  
2966,2.8,0.35,52,53,[CLS] 식당도 진짜 멋졌어요 [SEP]                                                    ,[CLS] 정말 너무 멋집니다!! [SEP]                                                     
6134,0.4,0.35,32,21,[CLS] < PERSON > 님 최애 영화관은 씨네큐브라고 합니다ㅋㅋ [SEP]                                ,[CLS] < PERSON > 님 프사 스니핏으로 보면 … 디즈니 남주 캐릭터 같아 보여요! [SEP]                     
60,0.0,0.35,37,33,[CLS] 진짜 볼때마다 저 심장 아파요 [SEP]                                     ,[CLS] 저 진짜 너무 먹고 싶어요 [SEP]                                 
4359,1.4,0.35,33,37,[CLS] 스토리가 분산되지 않았으면 훨씬 더 좋았을텐데.. [SEP]                                 ,[CLS] 그래도이루어졌으면더좋았을걸... [SEP]                                     
44,0.0,0.35,16,25,[CLS] 지인들하고 이야기 중 맥북 온도 어쩌구저쩌구... 하길래 궁금해서 저도 설치해봤습니다. [SEP]                ,[CLS] 저도 1년 정도 여러가지 시도들을 해 봤어요.. [SEP]                         
9019,2.0,0.35,36,29,[CLS] 소년법 개정.. 무서워서 애들키우겠나요 [SEP]                                    ,"[CLS] 소년법 개정 및 강화, 필요하다면 폐지해주세요.. [SEP]                             "
2047,3.2,0.35,30,26,[CLS] 북한에 인도적 지원 결사 반대합니다!!!!! [SEP]                              ,[CLS] 대북 인도적 지원 조직에 반대합니다!!!!! [SEP]                          
2596,3.4,0.35,28,31,"[CLS] 지루하지않고몰입하고본 영화,, [SEP]                            ",[CLS] 완전 몰입해서 본 년전 영화.. [SEP]                               
7167,2.2,0.35,35,43,[CLS] 행복에 나라는 올까요? [SEP]                                   ,[CLS] 나라가 행복해질까? [SEP]                                           
5788,0.0,0.36,31,30,"[CLS] 아니면, 내가 악몽을 꾸고 있는 걸까? [SEP]                               ",[CLS] 생명의 위협을 받았던 걸까? [SEP]                              
6027,3.8,0.36,37,32,[CLS] 한부모복지 개선될 수 있도록 도와주세요 [SEP]                                     ,[CLS] 한부모 가정의 복지증진을 도와주세요 [SEP]                                
2594,0.8,0.36,27,22,[CLS] 생각보다 잘만들어진 리메이크 작이었음. [SEP]                           ,[CLS] 원작 보다 더 재미없는 리메이크작 도데체 왜 만들었을까..?? [SEP]                      
3666,0.0,0.36,46,43,[CLS] 억울한 제 남자친구분 [SEP]                                              ,[CLS] 여자친구좀 만들어주세요 [SEP]                                           
8300,4.2,0.36,32,29,[CLS] 서민을 더 힘들게하는 정부 [SEP]                                ,[CLS] 서민을 힘들게 하는 정부 [SEP]                             
2440,3.0,0.36,29,27,[CLS] 정말 진부한 스토리인데 보다 보면 빠져 듬. [SEP]                             ,[CLS] 정말 진부한 이야기지만 보면 볼수록 사랑에 빠지게 됩니다. [SEP]                           
6387,0.0,0.36,38,40,[CLS] ㅋㅋ오늘 눈호강 입호강 제대로.. [SEP]                                      ,[CLS] 눈 운제왔나용ㅋㅋㅋ [SEP]                                        
8105,4.4,0.36,37,33,[CLS] 이명박씨 출국금지 해주세요 [SEP]                                     ,[CLS] 이명박씨를 출국금지 해주시기 바랍니다. [SEP]                                 
7061,0.0,0.36,27,39,[CLS] 그전까진 아는사람만 아는 천재감독... [SEP]                           ,[CLS] 무지한 시대앤 그나마 먹혔던... [SEP]                                       
36,0.0,0.36,36,27,[CLS] 이번엔 좀 멀리 10K 코스로. [SEP]                                    ,[CLS] 우선 맛을 다 보기 위해 12종짜리로. [SEP]                           
4845,3.8,0.36,37,26,[CLS] 자국민이 우선이지 북한 인권 사업이 우선입니까? [SEP]                                     ,"[CLS] 자국민을 우선시합니까, 아니면 북한의 인권사업을 우선시합니까? [SEP]                          "
2057,0.4,0.36,77,72,[CLS] 보육인의 생존권을 지켜주세요 [SEP]                                                                             ,[CLS] 1인가구의 안전을 지켜주세요 [SEP]                                                                        
3790,2.8,0.36,11,15,[CLS] 요번에 졸 - Up! 하시는 분들과 시간되시는 분들 모여서 상현 / or anywhere에서 케이크 타임 어떤가용 ㅎ0ㅎ [SEP]           ,[CLS] 이번에는 숙면! 하는 사람도 시간 있는 사람도 상현 / 어디서나 케이크타임 어떠세요? [SEP]               
2977,4.0,0.36,53,54,[CLS] 완전 환영합니다!! [SEP]                                                     ,[CLS] 진짜 격하게 환영합니다 [SEP]                                                      
4601,4.0,0.36,51,35,[CLS] 강추합니다 ㅇㅇㅋㅋ [SEP]                                                   ,[CLS] 강추... 강추... [SEP]                                   
3729,0.0,0.36,36,28,[CLS] 올해도 영월은 내여행 순위이다. [SEP]                                    ,[CLS] 밧슈는 어릴 적 내 우상이었다. [SEP]                            
1113,0.6,0.36,52,44,[CLS] 가상화폐 광고 중단요청 [SEP]                                                    ,[CLS] 가상화폐 거래소 폐지금지 [SEP]                                            
5253,2.4,0.36,38,37,[CLS] 소중한 생명을 지켜주세요 [SEP]                                      ,[CLS] 약자의 생명을 지켜주세요. [SEP]                                     
1590,0.0,0.36,37,38,[CLS] 반대의견기능도 만들어 주세요. [SEP]                                     ,[CLS] 그리고 범죄자 정화도 해결해 주세요 [SEP]                                      
310,4.8,0.36,37,31,[CLS] 조두순출소반대합니다 [SEP]                                     ,[CLS] 조두순출소반대합니다!! [SEP]                               
4807,0.0,0.36,41,31,[CLS] 짜증나서그만봐야것네ㅡ [SEP]                                         ,[CLS] 아너무좋다ㅠㅠㅠ한태희ㅠㅠ사라ㅠㅠ [SEP]                               
1630,3.8,0.36,42,40,[CLS] 대통령하야 청원합니다 [SEP]                                          ,[CLS] 문재인 대통령 하야를 청원합니다 [SEP]                                        
247,0.0,0.36,47,35,[CLS] 이제 주년 그리고 편의 애마 [SEP]                                               ,[CLS] 아이들한테 좋은 애니 [SEP]                                   
7245,0.0,0.36,21,25,[CLS] 가발도 완전 허술하게 쓰고 착신아리 수준ㅡㅡ [SEP]                     ,[CLS] 조자룡도 완전 딴사람으로 만들어놓고 [SEP]                         
8800,3.8,0.36,44,36,[CLS] 영업용 화물차량 적재초과 단속요망 [SEP]                                            ,[CLS] 상업용 화물차 과적재 단속 요구 [SEP]                                    
7978,0.8,0.36,41,40,[CLS] 돈이 너무 아깝다. [SEP]                                         ,[CLS] 개도 솔직히 아깝다. [SEP]                                        
9135,0.0,0.36,45,37,[CLS] 설마 다른 정답이 [UNK] [SEP]                                             ,[CLS] 필력 실화인가 싶습니다ㅎㅎ [SEP]                                     
8651,2.0,0.36,47,48,[CLS] 저희 누나집 고양이 ㅎㅎ [SEP]                                               ,[CLS] 저희집 [UNK] [SEP]                                                
8854,0.0,0.36,30,20,[CLS] 스텝분들도 MC때문에 힘드시겠네요 [SEP]                              ,[CLS] 스텝업이건 스트리트댄스건 보는동안 즐거웠다면 그만 [SEP]                    
4381,0.0,0.36,43,40,[CLS] 진부한 호주 관광안내 카탈로그 [SEP]                                           ,[CLS] 존 카펜터식 B급 소동극. [SEP]                                        
4920,0.0,0.36,29,20,[CLS] 대한민국 불체자 강력한 대대적 단속을 해주시길 바랍니다 [SEP]                             ,[CLS] 횡단보도에서 오토바이의 무분별한 운행을 차단해주시기 바랍니다. [SEP]                    
3794,0.0,0.36,37,26,[CLS] 부영 무주덕유산 리조트 부당한 대우 [SEP]                                     ,[CLS] 6급이하 호봉 리미트 제도 만들어 주십시오 [SEP]                          
6364,4.0,0.36,45,41,[CLS] [UNK] 재밋어요 ㅎㅎ [SEP]                                             ,[CLS] 너무 재밋엇어요 ㅋㅋ [SEP]                                         
6412,4.4,0.36,35,39,[CLS] 진짜 재미있었습니다 [SEP]                                   ,[CLS] 정말 재미있었습니다. [SEP]                                       
3834,4.0,0.36,35,27,[CLS] 대박... 내 생에 최고의영화 [SEP]                                   ,[CLS] 내 생을 통털어 최고의 영화... [SEP]                           
6479,3.6,0.36,25,30,[CLS] 결론은 40대 근처 분들은 일주일 3일 이상 운동 고고! [SEP]                         ,[CLS] 결론적으로 40대는 일주일에 3일 이상 운동을 해야 합니다! [SEP]                              
128,1.5,0.36,30,29,[CLS] < PERSON > 님과 5개월 (? ) 만에 다시 만나 이야기 나누었습니다! [SEP]                              ,[CLS] < PERSON > 와 감격 (? ) 의 상봉! [SEP]                             
5431,0.0,0.36,35,30,[CLS] 전체적인 그림을 파악해야 해당 룰이 왜 생겨났는지 파악하고 관리할 수 있다. [SEP]                                   ,[CLS] 이러한 차이를 두지 않는다면 검토 세션 중에 갈등이 초래될 수 있다. [SEP]                              
2564,1.0,0.36,32,29,[CLS] 카카오카풀 원칙을 없애려합니다 [SEP]                                ,[CLS] 카카오카풀 불법유상운송 방조죄 처벌 [SEP]                             
6541,0.0,0.36,26,25,[CLS] POSCO 진실을 말하고 면직당한 정민우 전 팀장을 복직시켜주십시요 [SEP]                          ,[CLS] 10월 국정감사에 정몽규 대한축구협회 회장을 반드시 출석시켜 주십시오 [SEP]                         
9098,3.6,0.36,36,35,[CLS] 짧아서 아쉽긴 했지만 엔딩이 예뻐서 좋았다. [SEP]                                    ,[CLS] 짧은 시간이라 아쉬웠지만 결말은 아름다웠다. [SEP]                                   
1180,0.6,0.36,40,25,[CLS] 인증샷과 함께 후기를 공유해주세요 ~! [SEP]                                        ,[CLS] ㅋㅋ좋은 운동복 쇼핑몰 있으면 공유해요 ~ ~ ㅋㅋ [SEP]                         
2588,0.4,0.36,23,25,[CLS] 일하는 중간 가볍게 운동해 주는 것이 100배 낫다. [SEP]                       ,[CLS] 다들 건강 챙기면서 일할 수 있으면 좋겠습니다. [SEP]                         
5061,0.0,0.36,39,37,[CLS] Cj 올리브영 사고 관련 알리고자 합니다. [SEP]                                       ,[CLS] 신한은행 도급회사 신한서브 갑질에 대해 처벌을 요구합니다. [SEP]                                     
6771,1.8,0.36,37,41,[CLS] 전개 복선 결말 다 예측가능한 수준.. [SEP]                                     ,[CLS] 예측가능한 범인.. [SEP]                                         
